DateTime	GoldsteinScale	AvgTone	QuadClass_1	QuadClass_2	QuadClass_3	QuadClass_4	EventRootCode_1	EventRootCode_2	EventRootCode_3	EventRootCode_4	EventRootCode_5	EventRootCode_6	EventRootCode_7	EventRootCode_8	EventRootCode_9	EventRootCode_10	EventRootCode_11	EventRootCode_12	EventRootCode_13	EventRootCode_14	EventRootCode_15	EventRootCode_16	EventRootCode_17	EventRootCode_18	EventRootCode_19	EventRootCode_20	RootEvent_TF_0	RootEvent_TF_1
2018-01-01 00:00	-0.02724583109198514	-0.028504215517788527	0.5866057019903174	0.10355029585798817	0.114308768154922	0.19553523399677245	0.15492200107584722	0.06804733727810651	0.038999462076385154	0.2525551371705218	0.0720817643894567	0.018020441097364174	0.029854760623991394	0.03335126412049489	0.02232383001613771	0.010220548682087143	0.054061323292092525	0.018827326519634213	0.014523937600860678	0.016675632060247445	0.0008068854222700376	0.00914470145239376	0.05029585798816568	0.02474448628294782	0.11054330285099516	0.0	0.3534158149542765	0.6465841850457235
2018-01-01 01:00	-0.02298009682625087	-0.03181106027991732	0.5672404518558365	0.11538461538461539	0.11161915008068854	0.2057557826788596	0.14443249058633675	0.0656266810112964	0.057019903173749324	0.21194190424959655	0.08821947283485745	0.019096288327057558	0.03335126412049489	0.03980634749865519	0.023130715438407747	0.00914470145239376	0.04975793437331899	0.020710059171597635	0.016675632060247445	0.015330823023130715	0.0026896180742334587	0.00457235072619688	0.0656266810112964	0.025282409897794515	0.10758472296933835	0.0	0.36148466917697686	0.6385153308230231
2018-01-01 02:00	-7.261968800428285e-05	-0.02311476979398395	0.5836471221086605	0.11592253899946207	0.11968800430338893	0.18074233458848843	0.14739107046799355	0.07746100053792361	0.0626681011296396	0.2057557826788596	0.09037116729424421	0.013717052178590641	0.036309844002151696	0.04034427111350188	0.02555137170521786	0.015868746637977407	0.05352339967724583	0.019365250134480903	0.016675632060247445	0.014254975793437331	0.005110274341043572	0.01048951048951049	0.05944055944055944	0.0164066702528241	0.08902635825712749	0.00026896180742334586	0.3612157073695535	0.6387842926304464
2018-01-01 03:00	-0.01728617536309835	-0.02548059749157862	0.5540613232920926	0.1148466917697687	0.14093598708983324	0.19015599784830553	0.13098440021516944	0.07692307692307693	0.04706831629908553	0.21167294244217322	0.08741258741258741	0.019096288327057558	0.04410973641742873	0.03012372243141474	0.02151694459386767	0.018558364712210867	0.05917159763313609	0.03415814954276493	0.02151694459386767	0.007530930607853685	0.006724045185583647	0.011027434104357182	0.04841312533620226	0.02097902097902098	0.10301237224314147	0.0	0.40882194728348575	0.5911780527165142
2018-01-01 04:00	-0.009696073157611554	-0.02211176495549408	0.5801506186121571	0.11457772996234535	0.12829478214093598	0.1769768692845616	0.17159763313609466	0.07127487896718666	0.061861215707369556	0.20844540075309306	0.06697149004841313	0.020441097364174286	0.031199569661108123	0.037654653039268425	0.025282409897794515	0.01506186121570737	0.05890263582571275	0.021247982786444325	0.014254975793437331	0.018827326519634213	0.002151694459386767	0.008068854222700376	0.047337278106508875	0.019365250134480903	0.09897794513179128	0.0010758472296933835	0.39833243679397523	0.6016675632060248
2018-01-01 05:00	0.013617536309844034	-0.021403705725226534	0.5909090909090909	0.11108122646584186	0.14281871974179666	0.15519096288327058	0.14523937600860679	0.06912318450779989	0.06159225389994621	0.22700376546530393	0.0879505110274341	0.012910166756320602	0.038461538461538464	0.036847767616998386	0.0228617536309844	0.013179128563743949	0.0656266810112964	0.03012372243141474	0.024475524475524476	0.009413663259817106	0.002151694459386767	0.010758472296933835	0.03335126412049489	0.014523937600860678	0.09332974717590102	0.0010758472296933835	0.4338353953738569	0.566164604626143
2018-01-01 06:00	0.024857450242065433	-0.01949515343319639	0.5997848305540613	0.11699838622915545	0.11672942442173212	0.1664873587950511	0.14739107046799355	0.07154384077461	0.0745024206562668	0.2240451855836471	0.08230231307154384	0.018558364712210867	0.03738569123184508	0.04088219472834857	0.02017213555675094	0.012103281334050565	0.05997848305540613	0.023937600860677782	0.012641204948897257	0.008068854222700376	0.0013448090371167294	0.008875739644970414	0.045992469069392146	0.019096288327057558	0.08902635825712749	0.002151694459386767	0.41231845077998924	0.5876815492200108
2018-01-01 07:00	0.041129639591178595	-0.022794494175810306	0.6110812264658418	0.10301237224314147	0.13609467455621302	0.14981172673480367	0.14577729962345348	0.06374394835933297	0.06024744486282948	0.23103819257665412	0.11027434104357181	0.02151694459386767	0.03550295857988166	0.03523399677245831	0.010758472296933835	0.014254975793437331	0.06320602474448628	0.025820333512641205	0.01506186121570737	0.01775147928994083	0.0026896180742334587	0.008875739644970414	0.04518558364712211	0.008606777837547068	0.08176438945669715	0.0026896180742334587	0.44002151694459385	0.5599784830554061
2018-01-01 08:00	0.03806347498655216	-0.019121528090529125	0.6293706293706294	0.09413663259817107	0.12748789671866595	0.1490048413125336	0.15088757396449703	0.07719203873050028	0.0656266810112964	0.2380311995696611	0.09763313609467456	0.012641204948897257	0.03308230231307154	0.03254437869822485	0.015868746637977407	0.013717052178590641	0.05944055944055944	0.027703066164604627	0.014792899408284023	0.011834319526627219	0.005917159763313609	0.005917159763313609	0.045454545454545456	0.009951586874663798	0.08122646584185046	0.0005379236148466917	0.392684238838085	0.607315761161915
2018-01-01 09:00	0.05593598708983378	-0.018754860408144423	0.5911780527165142	0.13179128563743947	0.13394298009682626	0.14308768154922	0.13770844540075308	0.06885422270037654	0.055137170521785905	0.25013448090371165	0.07934373318988704	0.020441097364174286	0.042764927380312	0.054868208714362564	0.013717052178590641	0.011027434104357182	0.06616460462614308	0.027703066164604627	0.012910166756320602	0.01613770844540075	0.0029585798816568047	0.01237224314147391	0.04142011834319527	0.023130715438407747	0.06320602474448628	0.0	0.36148466917697686	0.6385153308230231
2018-01-01 10:00	-0.002202797202797181	-0.025782838228497446	0.5790747713824637	0.10623991393222162	0.13313609467455623	0.18154922001075846	0.14658418504572351	0.06643356643356643	0.052716514254975796	0.21705217859064013	0.09628832705755783	0.015330823023130715	0.03657880580957504	0.03604088219472835	0.01828940290478752	0.013179128563743949	0.07423345884884347	0.023937600860677782	0.009682625067240451	0.012103281334050565	0.0008068854222700376	0.008606777837547068	0.05917159763313609	0.025820333512641205	0.08606777837547068	0.0010758472296933835	0.3843464228079613	0.6156535771920387
2018-01-01 11:00	0.015216572504708167	-0.023038130807363024	0.5934893731503901	0.11514662362119989	0.13317191283292978	0.15819209039548024	0.15308044121603442	0.058649448479956956	0.061608824320688725	0.23836427226257734	0.08178638687113263	0.026096314231907454	0.0382028517621738	0.03416733925208502	0.01668011837503363	0.012644605864944848	0.06241592682270648	0.026634382566585957	0.01533494753833737	0.016142050040355124	0.0021522733387140166	0.009416195856873822	0.04573580844767285	0.017218186709712133	0.08286252354048965	0.0008071025020177562	0.4126984126984127	0.5873015873015873
2018-01-01 12:00	-0.01529047875201689	-0.02741135809984425	0.57154384077461	0.10543302850995159	0.12775685852608928	0.1952662721893491	0.15680473372781065	0.06132329209252286	0.08956428187197418	0.1893491124260355	0.0745024206562668	0.015330823023130715	0.03308230231307154	0.03523399677245831	0.021785906401291015	0.01237224314147391	0.06670252824098978	0.017213555675094135	0.017482517482517484	0.013986013986013986	0.004303388918773534	0.018020441097364174	0.054868208714362564	0.027703066164604627	0.08956428187197418	0.0008068854222700376	0.508606777837547	0.49139322216245296
2018-01-01 13:00	0.02892415277030631	-0.02265987371952608	0.5680473372781065	0.12264658418504572	0.13501882732651962	0.17428725121032812	0.13098440021516944	0.07127487896718666	0.08257127487896719	0.18854222700376547	0.09467455621301775	0.028509951586874662	0.04115115653577192	0.03657880580957504	0.0164066702528241	0.012910166756320602	0.07100591715976332	0.021247982786444325	0.014523937600860678	0.015330823023130715	0.0029585798816568047	0.013448090371167294	0.05917159763313609	0.015330823023130715	0.08310919849381387	0.00026896180742334586	0.42522861753630986	0.5747713824636902
2018-01-01 14:00	0.03887842926304467	-0.02331919211473603	0.5683162990855298	0.12802582033351265	0.14981172673480367	0.15384615384615385	0.129101667563206	0.08364712210866057	0.06777837547068316	0.20683162990855297	0.08095750403442711	0.018020441097364174	0.05433028509951587	0.037116729424421735	0.018558364712210867	0.011027434104357182	0.07342657342657342	0.02555137170521786	0.02608929532006455	0.013717052178590641	0.0037654653039268424	0.01775147928994083	0.046799354491662185	0.015599784830554062	0.06939214631522324	0.0005379236148466917	0.38461538461538464	0.6153846153846154
2018-01-01 15:00	0.010204410973641723	-0.02367355176296544	0.5629370629370629	0.11592253899946207	0.15034965034965034	0.17079074771382463	0.13179128563743947	0.08257127487896719	0.0621301775147929	0.20763851533082303	0.07880580957504034	0.01775147928994083	0.04088219472834857	0.036309844002151696	0.02097902097902098	0.017213555675094135	0.06939214631522324	0.02608929532006455	0.0228617536309844	0.014792899408284023	0.0010758472296933835	0.00914470145239376	0.056481979558902634	0.015330823023130715	0.0884884346422808	0.00026896180742334586	0.4061323292092523	0.5938676707907478
2018-01-01 16:00	0.004908552985476105	-0.025848940879841298	0.5519096288327058	0.1312533620225928	0.13770844540075308	0.17912856374394837	0.13582571274878968	0.06697149004841313	0.042764927380312	0.22323830016137708	0.08310919849381387	0.029854760623991394	0.04760623991393222	0.03496503496503497	0.018827326519634213	0.013986013986013986	0.07181280258203335	0.023130715438407747	0.0164066702528241	0.01237224314147391	0.0016137708445400753	0.012103281334050565	0.05110274341043572	0.018020441097364174	0.09601936525013448	0.00026896180742334586	0.37009144701452396	0.6299085529854761
2018-01-01 17:00	0.003671328671328668	-0.026189890754342866	0.5599784830554061	0.12802582033351265	0.12506724045185583	0.1869284561592254	0.1490048413125336	0.07046799354491662	0.05352339967724583	0.20333512641204948	0.08364712210866057	0.02608929532006455	0.04384077461000538	0.03792361484669177	0.02017213555675094	0.01048951048951049	0.07073695535233997	0.017213555675094135	0.02151694459386767	0.005110274341043572	0.0032275416890801506	0.011834319526627219	0.04895104895104895	0.014523937600860678	0.1078536847767617	0.0005379236148466917	0.38703604088219473	0.6129639591178053
2018-01-01 18:00	-0.020771920387305375	-0.030003422158036332	0.5363098440021516	0.11888111888111888	0.1390532544378698	0.2057557826788596	0.14254975793437333	0.0656266810112964	0.04760623991393222	0.1898870360408822	0.09064012910166756	0.019903173749327596	0.04384077461000538	0.04303388918773534	0.012103281334050565	0.015868746637977407	0.06535771920387305	0.02232383001613771	0.02017213555675094	0.015330823023130715	0.004034427111350188	0.018020441097364174	0.0621301775147929	0.022054868208714364	0.09951586874663798	0.0	0.3674018289402905	0.6325981710597095
2018-01-01 19:00	0.016705217859064005	-0.026519804255481512	0.5779989241527703	0.11995696611081226	0.13582571274878968	0.16621839698762775	0.14228079612694997	0.06347498655190963	0.06105433028509952	0.22243141473910705	0.08875739644970414	0.025820333512641205	0.04195804195804196	0.03496503496503497	0.017213555675094135	0.014254975793437331	0.0685852608929532	0.02232383001613771	0.01613770844540075	0.014523937600860678	0.0026896180742334587	0.006724045185583647	0.054599246906939215	0.018020441097364174	0.08391608391608392	0.00026896180742334586	0.3493813878429263	0.6506186121570737
